date,cumulative_return,daily_return
2020-01-02,0.88,0.0
2020-01-03,1.41,0.5253766851704977
2020-01-06,1.87,0.4536041810472291
2020-01-07,3.2,1.3055855502110525
2020-01-08,1.84,-1.31782945736435
2020-01-09,2.94,1.0801256873527176
2020-01-10,2.43,-0.49543423353410887
2020-01-13,2.64,0.20501806111490328
2020-01-14,2.58,-0.058456742010903895
2020-01-15,1.48,-1.0723337882628359
2020-01-16,0.81,-0.660228616476144
2020-01-17,0.41,-0.3967860331316353
2020-01-20,0.81,0.39836669654416124
2020-01-21,-0.06,-0.8630096220613059
2020-01-22,-0.25,-0.1901140684410496
2020-01-23,-3.09,-2.8471177944862203
2020-02-03,-11.53,-8.709111546795988
2020-02-04,-12.87,-1.5146377303040692
2020-02-05,-10.03,3.259497302880754
2020-02-06,-7.84,2.4341447149049733
2020-02-07,-6.94,0.9765625
2020-02-10,-4.44,2.6864388566516295
2020-02-11,-4.08,0.37672666387611464
2020-02-12,-2.88,1.2510425354461896
2020-02-13,-4.18,-1.3385502471169541
2020-02-14,-4.21,-0.03130870381966577
2020-02-17,-1.05,3.2988829731704916
2020-02-18,0.22,1.2834765032844864
2020-02-19,0.17,-0.049890241468764085
2020-02-20,2.05,1.876809423979231
2020-02-21,2.49,0.43116119549240217
2020-02-24,2.45,-0.03902819787295897
2020-02-25,1.13,-1.2884333821376215
2020-02-26,2.56,1.4140215564125258
2020-02-27,3.05,0.4777691107644255
2020-02-28,-1.71,-4.619116933527412
2020-03-02,2.35,4.130633838640763
2020-03-03,3.73,1.3483146067415852
2020-03-04,6.08,2.2654969632700084
2020-03-05,8.62,2.3944193061840258
2020-03-06,8.41,-0.1933345608543524
2020-03-09,5.39,-2.7857208744580753
2020-03-10,7.31,1.8218047253059977
2020-03-11,7.47,0.14910073618488173
2020-03-12,5.76,-1.5911417139666817
2020-03-13,4.92,-0.7942511346444969
2020-03-16,2.08,-2.7068242470453696
2020-03-17,0.96,-1.097178683385569
2020-03-18,-1.05,-1.9908874801901733
2020-03-19,-0.93,0.12127337038907449
2020-03-20,0.73,1.6755829211668516
2020-03-23,-3.74,-4.437605479996032
2020-03-24,-2.09,1.7141076251818044
2020-03-25,1.17,3.329588397507921
2020-03-26,-0.24,-1.3936937827419227
2020-03-27,-0.82,-0.5813953488372103
2020-03-30,-3.72,-2.92397660818714
2020-03-31,-4.64,-0.9555463232239325
2020-04-01,-4.19,0.47189597315435705
2020-04-02,-0.85,3.4860661726333397
2020-04-03,-1.44,-0.5950579929399957
2020-04-07,1.75,3.2366071428571397
2020-04-08,2.71,0.9434889434889238
2020-04-09,3.55,0.817836627397539
2020-04-10,1.37,-2.1052631578947434
2020-04-13,-0.11,-1.4599980270296964
2020-04-14,2.42,2.532786064671133
2020-04-15,1.87,-0.5370044913103
2020-04-16,2.3,0.42210660645920495
2020-04-17,2.42,0.11730205278592809
2020-04-20,2.78,0.35149384885764245
2020-04-21,1.98,-0.778361548939488
2020-04-22,2.8,0.8040792312218104
2020-04-23,1.99,-0.7879377431906587
2020-04-24,0.05,-1.9021472693401376
2020-04-27,-0.9,-0.9495252373813101
2020-04-28,-3.73,-2.855701311806258
2020-04-29,-3.67,0.062324711748207307
2020-04-30,-0.79,2.989722827779495
2020-05-06,0.74,1.5421832476564923
2020-05-07,0.13,-0.6055191582291064
2020-05-08,1.28,1.1485069409767235
2020-05-11,0.96,-0.3159557661927215
2020-05-12,0.18,-0.7725832012678291
2020-05-13,0.49,0.3094430025953221
2020-05-14,-0.19,-0.6766842471887635
2020-05-15,-0.44,-0.25047590421800603
2020-05-18,-1.68,-1.24548011249499
2020-05-19,-1.29,0.3966639544344952
2020-05-20,-2.03,-0.7496707527099522
2020-05-21,-2.65,-0.6328467898336188
2020-05-22,-3.88,-1.2634822804314272
2020-05-25,-3.96,-0.08322929671245038
2020-05-26,-1.59,2.4677217825905817
2020-05-27,-1.7,-0.11177725840869623
2020-05-28,-2.19,-0.4984740590030512
2020-05-29,-1.42,0.7872405684490325
2020-06-01,1.51,2.9722053154797923
2020-06-02,2.54,1.0146783568121487
2020-06-03,3.07,0.5168714647942219
2020-06-04,3.83,0.7373629572135387
2020-06-05,4.39,0.5393431570837048
2020-06-08,4.18,-0.20116869431937578
2020-06-09,4.98,0.7679017085812978
2020-06-10,4.29,-0.6572680510573581
2020-06-11,4.04,-0.23971617604755524
2020-06-12,4.13,0.08650519031141446
2020-06-15,3.55,-0.5569960626140236
2020-06-16,4.6,1.0140028971511228
2020-06-17,4.93,0.3154875717017003
2020-06-18,5.66,0.695701896502432
2020-06-19,5.51,-0.14196479273140827
2020-06-22,4.98,-0.5023220547815233
2020-06-23,4.5,-0.4572299485616438
2020-06-24,4.66,0.15311004784690496
2020-06-29,4.01,-0.6210586661570705
2020-06-30,4.38,0.3557350254783209
2020-07-01,4.97,0.5652423835983855
2020-07-02,6.31,1.2765552062493857
2020-07-03,7.68,1.2886840372495545
2020-07-06,10.87,2.9624814264487487
2020-07-07,10.55,-0.2886263191124838
2020-07-08,12.09,1.3930348258706537
2020-07-09,14.2,1.8824159157819542
2020-07-10,13.48,-0.6304728546409732
2020-07-13,16.42,2.590764892492081
2020-07-14,16.87,0.38653152379315436
2020-07-15,14.91,-1.6770770942072466
2020-07-16,11.57,-2.9066225741885
2020-07-17,11.5,-0.0627408801649132
