date,account,cash,value,commission,daily_return,cumulative_return,benchmark_return
2020-07-16,118253537.19025752,4813603.771912086,113439933.41834544,38348.43768488169,-0.02642009900695874,1.1825353719025753,1.0958194405297976
2020-07-17,118231393.04132123,4783731.833442646,113447661.20787859,33479.41574098468,-0.00018725992864521146,1.1823139304132124,1.1027218580464415
2020-07-20,121732207.88924073,4773220.845341429,116958987.0438993,23668.460735547542,0.029609858751270757,1.2173220788924075,1.1356246847795306
2020-07-21,122515829.0058223,4825465.84438955,117690363.16143274,39792.67601072669,0.006437253789848052,1.2251582900582234,1.1382300926684512
2020-07-22,122643641.44515476,4873954.442031003,117769687.00312376,22844.313116802572,0.0010432320490307845,1.2264364144515478,1.1439085336082937
2020-07-23,122178928.36906464,4902671.575988843,117276256.7930758,18382.45423962176,-0.0037891330574845172,1.2217892836906468,1.1434208859855937
2020-07-24,119690028.9697627,4928640.57098425,114761388.39877845,25589.113966163397,-0.02037093820125635,1.1969002896976273,1.0932322779600938
2020-07-27,119877934.2038858,4777900.0228571845,115100034.1810286,30386.56868852556,0.001569932230282678,1.1987793420388582,1.0987788550019613
2020-07-28,121479111.71263508,4960025.090420761,116519086.62221432,30885.467324942947,0.0133567325745374,1.214791117126351,1.1084377374335077
2020-07-29,123160123.82568392,4943080.218103258,118217043.60758066,36319.95703957677,0.013837869649766299,1.2316012382568395,1.1353100122610924
2020-07-30,123532831.69723494,4983814.596948459,118549017.10028648,20511.902432934046,0.003026205722872932,1.2353283169723497,1.1297639091236202
2020-07-31,124489516.01939295,4972216.9687518915,119517299.05064106,24418.230184383392,0.007744372965583279,1.2448951601939298,1.1392015966786893
2020-08-03,126947709.47609572,4981470.693302457,121966238.78279327,23763.01461521745,0.019746188557113742,1.2694770947609575,1.1577063785517514
2020-08-04,127463270.22897825,4931759.147592633,122531511.08138561,32298.48803683877,0.004061205633486553,1.2746327022897828,1.1587961217086016
2020-08-05,128635992.98337007,5048784.567814104,123587208.41555595,23749.820623002648,0.009200475966802957,1.286359929833701,1.159113163749016
2020-08-06,128693693.19907622,5227200.8119364185,123466492.3871398,29225.64579553485,0.0004485542060814751,1.2869369319907624,1.1556325729181893
2020-08-07,127576027.35166126,5174352.282597358,122401675.0690639,21580.619192337992,-0.008684697902686223,1.2757602735166127,1.1423267592130875
2020-08-10,129121521.53748082,5132363.81674217,123989157.72073865,30173.241976580026,0.012114299354685443,1.2912152153748082,1.1464378798417785
2020-08-11,127798408.43431395,5152521.310007984,122645887.12430596,34001.70365338147,-0.010247037731682784,1.2779840843431396,1.1359835488828247
2020-08-12,127821685.33393285,5242514.281536548,122579171.0523963,33273.21933408737,0.00018213763304308905,1.2782168533393286,1.1277000554823582
2020-08-13,129636156.56009394,5160918.451625877,124475238.10846806,27384.888637717366,0.014195331734367267,1.2963615656009393,1.1248048550557495
2020-08-14,130117491.35674326,5148882.940889304,124968608.41585396,29986.452787998915,0.003712967195430572,1.3011749135674326,1.1415266901178267
2020-08-17,131736452.36851175,5097041.9179995805,126639410.45051217,25498.52300179601,0.012442301145583645,1.3173645236851175,1.168361881926484
2020-08-18,132485106.86835767,5339778.765286217,127145328.10307145,25348.984081343413,0.0056829714660273645,1.3248510686835768,1.1677626298187054
2020-08-19,132311796.59789258,5349642.16219837,126962154.43569422,23766.910535753967,-0.0013081490785020744,1.3231179659789258,1.1502736620168363
2020-08-20,131753939.69184081,5334464.215718908,126419475.4761219,32976.50316489935,-0.00421622954563261,1.3175393969184082,1.1353455550907354
2020-08-21,132601910.21410269,5297690.105259828,127304220.10884285,31220.6208336246,0.006436016442811443,1.3260191021410268,1.1449756478302715
2020-08-24,132949847.28358862,5369102.210776763,127580745.07281186,28967.960550040603,0.0026239220002497454,1.329498472835886,1.153954714406849
2020-08-25,132597577.30686735,5372316.811586122,127225260.49528122,31547.919247609974,-0.0026496455913173067,1.3259757730686734,1.155435191737573
2020-08-26,130652200.5848914,5424808.576890782,125227392.00800061,28602.075759307147,-0.014671284057278133,1.306522005848914,1.1418910041216663
2020-08-27,132011703.5050453,5371225.1117051765,126640478.39334011,35859.06644745171,0.010405511074959461,1.3201170350504532,1.148009109864191
2020-08-28,132725059.10382564,5173568.880012592,127551490.22381306,31355.797091299297,0.005403729971207305,1.3272505910382566,1.1754078924748854
2020-08-31,132702617.38011087,5373425.970034257,127329191.41007662,32446.430204803943,-0.000169084300028155,1.3270261738011089,1.1686019145026725
2020-09-01,132967906.8787791,5542004.340515305,127425902.5382638,23331.3911683172,0.0019991278537359047,1.3296790687877913,1.1748879008772102
2020-09-02,132947436.1216537,5457656.169914407,127489779.9517393,23078.266452318432,-0.00015395261613060374,1.3294743612165374,1.1753161919744068
2020-09-03,132950559.50516973,5489371.956019765,127461187.54914998,23270.600384526253,2.3493371569482946e-05,1.3295055950516976,1.1688154084327274
2020-09-04,133313621.32116722,5463943.273903597,127849678.04726362,23065.34414042294,0.0027308032199997445,1.3331362132116724,1.1574414659948138
2020-09-07,132260148.19262554,5384562.1536545865,126875586.03897095,24554.714866867067,-0.007902216728504774,1.3226014819262557,1.1329709386422961
2020-09-08,133704621.93823962,5540462.123077218,128164159.8151624,37713.623327216505,0.010921458696011133,1.3370462193823964,1.1390421278496923
2020-09-09,132015181.98283891,5363713.135456848,126651468.84738207,37085.4053430605,-0.012635613720078376,1.3201518198283893,1.1124002890342921
2020-09-10,128860472.33110993,5235513.463178558,123624958.86793137,42295.53542982578,-0.02389656707922483,1.2886047233110993,1.1117666788578586
2020-09-11,131363642.01802374,5451797.321823854,125911844.6961999,42416.28380980253,0.01942542691044835,1.3136364201802375,1.1227594836859018
2020-09-14,132826931.97784409,5623780.951088513,127203151.02675557,34016.129962374565,0.01113923104856962,1.328269319778441,1.1285265447476538
2020-09-15,133596347.02753112,5482025.7418601215,128114321.285671,29278.204450017216,0.005792613276766501,1.3359634702753111,1.137608922482393
2020-09-16,133229046.85538356,5404887.176936324,127824159.67844723,26510.86434464574,-0.0027493279593331366,1.3322904685538355,1.1300570189920753
2020-09-17,134768268.49886334,5500992.213435553,129267276.28542778,26335.498825600745,0.011553198644065565,1.3476826849886332,1.124077411809059
2020-09-18,136538838.78826517,5338571.108430812,131200267.67983435,31668.566591905954,0.013137887049552432,1.3653883878826514,1.1494027442144876
2020-09-21,136333447.07171014,5578582.381740132,130754864.68997,39722.97573415041,-0.0015042732044435736,1.3633344707171011,1.1383236887865111
2020-09-22,134393489.85682693,5480408.790069477,128913081.06675746,35132.80573214829,-0.014229503152390799,1.343934898568269,1.124816584189532
2020-09-23,135046687.91323388,5428658.226496821,129618029.68673706,39560.55930140913,0.004860340014258169,1.3504668791323384,1.128836241269942
2020-09-24,132608438.01411833,5515816.400472771,127092621.61364555,28953.657677174808,-0.01805486633394593,1.326084380141183,1.1071779810748663
2020-09-25,131985400.72518499,5355702.197884639,126629698.52730036,52830.09584478974,-0.004698323110230773,1.3198540072518496,1.1088656731024082
2020-09-28,130413007.06937632,5410924.370625817,125002082.6987505,29973.35406135917,-0.01191339077783804,1.3041300706937629,1.1117499737279264
2020-09-29,131603773.8685258,5260550.891483613,126343222.97704218,33453.33309411645,0.009130736464929567,1.3160377386852575,1.1141498255854125
2020-09-30,131370194.24138044,5377596.305393939,125992597.9359865,30699.50652225137,-0.001774870281293861,1.313701942413804,1.1130812896502493
2020-10-09,135146048.78624573,5387473.98919957,129758574.79704617,28450.208795861006,0.02874209455706156,1.351460487862457,1.1358276343367917
2020-10-12,138845532.55317482,5659292.948093739,133186239.60508108,41210.34475191593,0.02737396912565604,1.388455325531748,1.1702864076755466
2020-10-13,138653534.43600318,5523761.017779329,133129773.41822384,45270.094918128256,-0.0013828181119051042,1.3865353443600317,1.1741791768541316
2020-10-14,137650541.96118435,5564941.015175181,132085600.94600917,27878.645897536277,-0.0072338038759608425,1.3765054196118434,1.1663906765944911
2020-10-15,137053441.78654113,5570531.209744616,131482910.57679652,40525.69564143479,-0.004337797484383232,1.3705344178654113,1.1643608255935873
2020-10-16,137400533.4578522,5525823.465598439,131874709.99225378,35601.24586897254,0.0025325279452059757,1.3740053345785221,1.1626476612048013
2020-10-19,137119660.95615226,5524600.892217942,131595060.06393433,39787.28567843318,-0.0020441878545260916,1.3711966095615227,1.1538670420937298
2020-10-20,137675661.73846686,5520147.768985857,132155513.969481,34703.916897714735,0.004054858205143841,1.3767566173846686,1.1630823500113334
2020-10-21,136567134.5662426,5595602.659172926,130971531.90706968,36490.52758666634,-0.008051729392302032,1.365671345662426,1.1629273832740905
2020-10-22,135932391.93801004,5571344.9855239885,130361046.95248605,40806.29625711441,-0.004647843203627322,1.3593239193801003,1.1593255913941816
2020-10-23,134567313.9098138,5440425.498196514,129126888.41161728,27222.91142358065,-0.010042330666989008,1.3456731390981378,1.1448895157064367
2020-10-26,135013609.72003403,5541307.409656686,129472302.31037734,36581.10599159837,0.0033165246243924695,1.3501360972003402,1.1382770092035799
2020-10-27,135071806.94616848,5433002.149037663,129638804.79713082,39546.323021759985,0.00043104710891839204,1.3507180694616847,1.1402286659792695
2020-10-28,135232707.82659057,5653487.775695343,129579220.05089523,39966.52892640412,0.001191224757111753,1.3523270782659056,1.1494471727515412
2020-10-29,134828480.21298033,5411260.770708151,129417219.44227219,28338.945704903603,-0.0029891260783492246,1.348284802129803,1.1580967572973293
2020-10-30,131986256.99578738,5425479.147639044,126560777.84814835,28885.80479985595,-0.021080288175786444,1.3198625699578737,1.1392713791008886
2020-11-02,131617738.67619571,5220794.835370148,126396943.84082556,48352.0062593633,-0.0027920961468240746,1.316177386761957,1.145458082504624
2020-11-03,135333786.15692756,5376406.952392068,129957379.20453548,35020.824873816375,0.028233637183769034,1.3533378615692755,1.1592228726165141
2020-11-04,134762493.97802123,5635458.659181674,129127035.31883956,34826.8351687324,-0.004221356655490838,1.3476249397802122,1.1679809812688118
2020-11-05,137162844.27069405,5520165.570246973,131642678.70044707,28340.622422988414,0.017811708746383825,1.3716284427069405,1.1853188920446986
2020-11-06,136018092.98191708,5439035.30438583,130579057.67753126,31737.972002627852,-0.008345928482773157,1.360180929819171,1.1854659208833211
2020-11-09,138969707.17375708,5538989.782969462,133430717.39078762,30059.211953602433,0.021700158612225184,1.389697071737571,1.2086699387395647
2020-11-10,138376185.4698898,5643751.078736933,132732434.39115286,40556.08299193382,-0.004270871083618233,1.3837618546988981,1.2020036440878483
2020-11-11,137772830.37052718,5579369.4464084245,132193460.92411876,32800.84207701862,-0.004360252432987433,1.377728303705272,1.1901197805206587
2020-11-12,138526660.74693805,5661707.074612435,132864953.67232561,31346.68451509297,0.005471545981769577,1.385266607469381,1.1909847745180673
2020-11-13,138096308.8782375,5593486.91169072,132502821.96654676,31342.525118163827,-0.00310663569294245,1.3809630887823752,1.1784617323978002
