date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.029046819999994644,0.0623,94003748.43,100247237.43,100247237.43
2009-01-07,0,0,-0.011089273591012125,0.1299,87295015.63,100324005.63,100324005.63
2009-01-08,0,0,0.22757934609248553,0.1947,80578510.05,100064833.05,100064833.05
2009-01-09,0,0,-0.00229620095542149,0.2671,73865619.82,100781365.82,100781365.82
2009-01-12,0,0,-0.023997460204408683,0.3367,67155077.84,101244148.84,101244148.84
2009-01-13,0,0,-0.03514818563412292,0.3964,60447071.1,100147476.1,100147476.1
2009-01-14,0,0,-0.18946244785821986,0.4719,53735322.99,101743059.99,101743059.99
2009-01-15,0,0,-0.12165436135049246,0.5397,47023750.9,102153178.9,102153178.9
2009-01-16,0,0,-0.09052845334314558,0.6043,40540900.68,102465015.68,102465015.68
2009-01-19,0,0,-0.0796448552825207,0.6697,33786839.35,102304178.35,102304178.35
2009-01-20,0,0,0.10897128269797318,0.738,27030738.8,103173610.8,103173610.8
2009-01-21,0,0,-0.14953142068820605,0.8034,20269049.7,103120066.7,103120066.7
2009-01-22,0,0,-0.15377387750194038,0.8707,13514481.31,104532862.31,104532862.31
2009-01-23,0,0,0.5952533429867204,0.9352,6760900.02,104362161.02,104362161.02
2009-02-02,0,0,-0.08293171621311668,0.9356,6907605.43,107268173.43,107268173.43
2009-02-03,0,0,0.16851170341099886,0.9333,7343513.83,110177045.83,110177045.83
2009-02-04,0,0,-0.02656496968233002,0.9277,8131501.76,112493708.76,112493708.76
2009-02-05,0,0,0.14002364036446946,0.9294,7831615.21,110960818.21,110960818.21
2009-02-06,0,0,-0.09006846555153913,0.9348,7539287.67,115599007.67,115599007.67
2009-02-09,0,0,-0.1566001600691993,0.9314,8175401.93,119105911.93,119105911.93
2009-02-10,0,0,-0.12047273702039352,0.9259,9048913.53,122128889.53,122128889.53
2009-02-11,0,0,0.1166398139048575,0.9322,8298629.02,122480353.02,122480353.02
2009-02-12,0,0,-0.5707524979425236,0.9395,7500515.85,123942499.85,123942499.85
2009-02-13,0,0,0.10694259681941443,0.9311,8828531.96,128214463.96,128214463.96
2009-02-16,0,0,0.42833491698463844,0.9298,9185291.28,130858277.28,130858277.28
2009-02-17,0,0,0.1174039420617401,0.9307,8742001.29,126072657.29,126072657.29
2009-02-18,0,0,0.003486226593173658,0.9383,7496637.88,121509730.88,121509730.88
2009-02-19,0,0,0.04186627851205782,0.9326,8351391.63,123906685.63,123906685.63
2009-02-20,0,0,0.12793253697843765,0.9337,8476715.72,127918687.72,127918687.72
2009-02-23,0,0,0.1870657841838712,0.9341,8720774.36,132235729.36,132235729.36
2009-02-24,0,0,0.6452884474228693,0.9391,7798748.17,128006342.17,128006342.17
2009-02-25,0,0,-0.08936117853684256,0.9245,9704677.73,128618007.73,128618007.73
