date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.07997774000000735,0.1861,81990323.21,100742136.21,100742136.21
2009-01-07,0,0,-0.015305687716908878,0.3911,61479564.34,100973277.34,100973277.34
2009-01-08,0,0,0.7052433148459936,0.5911,40967278.32,100187128.32,100187128.32
2009-01-09,0,0,0.013515594875746828,0.8001,20468083.6,102367148.6,102367148.6
2009-01-12,0,0,0.17721417000977402,0.8137,19327804.45,103740268.45,103740268.45
2009-01-13,0,0,-0.6108148606053638,0.8058,19593730.75,100906493.75,100906493.75
2009-01-14,0,0,0.4004806774928036,0.7989,20986258.16,104347702.16,104347702.16
2009-01-15,0,0,0.18747872478676542,0.7831,22846621.68,105342109.68,105342109.68
2009-01-16,0,0,-0.019060956821722264,0.7957,21632261.23,105879721.23,105879721.23
2009-01-19,0,0,-0.13141483814129173,0.8129,19760114.43,105634822.43,105634822.43
2009-01-20,0,0,0.2505166376408131,0.806,20714129.11,106752107.11,106752107.11
2009-01-21,0,0,-0.006447405011691734,0.7959,21811867.88,106851999.88,106851999.88
2009-01-22,0,0,0.04364788362189298,0.7893,22829182.11,108374361.11,108374361.11
2009-01-23,0,0,0.3769093852025598,0.7953,22122465.93,108077771.93,108077771.93
2009-02-02,0,0,0.4142842832716549,0.8207,19945759.32,111247962.32,111247962.32
2009-02-03,0,0,0.7747729788763977,0.8072,22086683.94,114556873.94,114556873.94
2009-02-04,0,0,0.05001992837990721,0.7753,26205571.63,116645373.63,116645373.63
2009-02-05,0,0,-0.17559424015003522,0.7941,23670462.69,114954500.69,114954500.69
2009-02-06,0,0,0.5968755739364946,0.7984,24151993.69,119829816.69,119829816.69
2009-02-09,0,0,-0.06755299228821565,0.8133,22985223.15,123094815.15,123094815.15
2009-02-10,0,0,0.10581657994962113,0.8156,23256370.88,126096035.88,126096035.88
2009-02-11,0,0,0.42234606222045795,0.7718,28942307.44,126807204.44,126807204.44
2009-02-12,0,0,-0.09700065778882072,0.7914,26824940.13,128570897.13,128570897.13
2009-02-13,0,0,0.7599398122983572,0.7968,27074692.06,133217557.06,133217557.06
2009-02-16,0,0,0.4828584575333954,0.8079,26085985.51,135760186.51,135760186.51
2009-02-17,0,0,-0.5545840355863265,0.7943,26864818.81,130632946.81,130632946.81
2009-02-18,0,0,-0.37653357089949013,0.7813,27594472.02,126198470.02,126198470.02
2009-02-19,0,0,0.7039677202852566,0.7995,25900493.55,129180663.55,129180663.55
2009-02-20,0,0,0.5989833967022538,0.8037,26182479.15,133410303.15,133410303.15
2009-02-23,0,0,0.49498951043551953,0.8208,24699094.35,137814321.35,137814321.35
2009-02-24,0,0,-0.06485174033887997,0.7943,27407931.64,133242090.64,133242090.64
