date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.0415967400000013,0.0467,95507353.78,100185138.78,100185138.78
2009-01-07,0,0,0.10809058015770551,0.0973,90489019.0,100242712.0,100242712.0
2009-01-08,0,0,0.13650744822026967,0.1458,85463583.5,100048675.5,100048675.5
2009-01-09,0,0,0.21748749493253672,0.2003,80440741.27,100585005.27,100585005.27
2009-01-12,0,0,0.30741696598073115,0.2528,75418438.09,100931177.09,100931177.09
2009-01-13,0,0,-0.12475866830476823,0.2968,70400912.39,100110727.39,100110727.39
2009-01-14,0,0,-0.3055210416821714,0.3546,65377993.15,101304764.15,101304764.15
2009-01-15,0,0,0.3136951176702906,0.406,60356474.04,101611972.04,101611972.04
2009-01-16,0,0,-0.5863517753174007,0.455,55505024.95,101845426.95,101845426.95
2009-01-19,0,0,-0.6811805240058796,0.5039,50464153.91,101725410.91,101725410.91
2009-01-20,0,0,0.28713451021722997,0.5564,45418664.41,102375762.41,102375762.41
2009-01-21,0,0,0.06495476911506719,0.6055,40372183.81,102335640.81,102335640.81
2009-01-22,0,0,0.2822444520656614,0.6583,35330900.74,103392048.74,103392048.74
2009-01-23,0,0,0.28450185120901017,0.7067,30288767.57,103264616.57,103264616.57
2009-02-02,0,0,1.2085963251365568,0.7606,25244580.21,105453812.21,105453812.21
2009-02-03,0,0,0.21839996331910072,0.8126,20207005.5,107835756.5,107835756.5
2009-02-04,0,0,-0.5612745297329429,0.8588,15498494.69,109761217.69,109761217.69
2009-02-05,0,0,-0.5121998108454702,0.9047,10340682.96,108490191.96,108490191.96
2009-02-06,0,0,0.26052163213382906,0.9527,5345155.46,112918068.46,112918068.46
2009-02-09,0,0,0.46005951424371894,0.9509,5706098.18,116285501.18,116285501.18
2009-02-10,0,0,1.1640236192750928,0.9495,6014305.58,119086730.58,119086730.58
2009-02-11,0,0,0.1404266852397435,0.9483,6174467.57,119466059.57,119466059.57
2009-02-12,0,0,1.6915408235071312,0.9468,6427717.87,120869908.87,120869908.87
2009-02-13,0,0,0.14304538690329416,0.945,6871075.15,125021049.15,125021049.15
2009-02-16,0,0,-0.3876275861462264,0.946,6891264.94,127647106.94,127647106.94
2009-02-17,0,0,-0.6805518553584071,0.9403,7346723.36,123033357.36,123033357.36
2009-02-18,0,0,0.6767185776924398,0.9517,5728914.0,118492877.0,118492877.0
2009-02-19,0,0,0.926194738421799,0.9468,6420883.23,120702002.23,120702002.23
2009-02-20,0,0,1.3445032397183054,0.9487,6390609.95,124606545.95,124606545.95
2009-02-23,0,0,0.6761981337131799,0.949,6566004.91,128791447.91,128791447.91
2009-02-24,0,0,1.0456861380122606,0.9522,5961622.51,124610716.51,124610716.51
2009-02-25,0,0,0.49489206080091086,0.9479,6530863.81,125346741.81,125346741.81
2009-02-26,0,0,-1.8266961922457083,0.9686,3678512.29,117045105.29,117045105.29
2009-02-27,0,0,-3.1728611471166204,0.9474,5825350.68,110816552.68,110816552.68
2009-03-02,0,0,0.7969143400288647,0.9402,6746975.58,112875264.58,112875264.58
2009-03-03,0,0,1.675860326009928,0.9555,5062643.21,113649293.21,113649293.21
2009-03-04,0,0,-0.2953253249538079,0.9498,6054535.55,120519286.55,120519286.55
2009-03-05,0,0,0.4551640563956103,0.9508,6007064.75,122064009.75,122064009.75
2009-03-06,0,0,0.2339855244076664,0.9529,5720335.44,121418641.44,121418641.44
