date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.1448099199999966,0.3088,69977461.05,101237401.05,101237401.05
2009-01-07,0,0,-0.033276686843150605,0.656,34957475.4,101624565.4,101624565.4
2009-01-08,0,0,0.42779310175161767,0.6907,31025753.75,100295924.75,100295924.75
2009-01-09,0,0,0.7357733721635131,0.6574,35226928.96,102815589.96,102815589.96
2009-01-12,0,0,0.5664254511126242,0.6527,36242764.98,104363679.98,104363679.98
2009-01-13,0,0,-0.47813968878497515,0.7006,30519410.53,101937651.53,101937651.53
2009-01-14,0,0,0.7166181281420534,0.6511,36690179.89,105168196.89,105168196.89
2009-01-15,0,0,0.34643242956451337,0.6511,37048261.92,106201071.92,106201071.92
2009-01-16,0,0,0.1039137514124353,0.69,33112939.92,106801472.92,106801472.92
2009-01-19,0,0,-0.2538094516853963,0.6465,37631074.96,106441663.96,106441663.96
2009-01-20,0,0,0.4393259015971369,0.6755,34924119.47,107625287.47,107625287.47
2009-01-21,0,0,0.07114652736226162,0.69,33418162.93,107804111.93,107804111.93
2009-01-22,0,0,-0.21040402875696773,0.6355,39647879.67,108768421.67,108768421.67
2009-01-23,0,0,0.2799161264613539,0.6744,35321068.17,108480650.17,108480650.17
2009-02-02,0,0,0.6915129710914334,0.6908,34489472.35,111529368.35,111529368.35
2009-02-03,0,0,1.0665629122352909,0.6448,40733829.14,114675265.14,114675265.14
2009-02-04,0,0,0.2144189326054986,0.6531,40465888.04,116641427.04,116641427.04
2009-02-05,0,0,-0.5057475431824312,0.7118,33057146.62,114709594.62,114709594.62
2009-02-06,0,0,1.420676817474507,0.6525,41614402.35,119762783.35,119762783.35
2009-02-09,0,0,-0.05799187636606806,0.6356,44562182.09,122301356.09,122301356.09
2009-02-10,0,0,0.30345314121013534,0.7066,36718765.07,125149674.07,125149674.07
2009-02-11,0,0,0.2226316447662786,0.6635,42255068.6,125581058.6,125581058.6
2009-02-12,0,0,-0.14708238974678833,0.6386,45853573.72,126895121.72,126895121.72
2009-02-13,0,0,1.124550474011043,0.6864,41221571.33,131452720.33,131452720.33
2009-02-16,0,0,0.5832483504260211,0.6619,45225670.29,133746001.29,133746001.29
2009-02-17,0,0,-1.2086471794392413,0.614,49722176.75,128804213.75,128804213.75
2009-02-18,0,0,-0.2257414402484459,0.7222,34704412.99,124916035.99,124916035.99
2009-02-19,0,0,0.6072364662824117,0.6802,40758813.8,127441805.8,127441805.8
2009-02-20,0,0,1.2107172315756487,0.5933,53476359.31,131495369.31,131495369.31
2009-02-23,0,0,0.7935816244486689,0.7229,37630659.15,135793379.15,135793379.15
2009-02-24,0,0,-0.4576141388894479,0.7086,38238801.53,131230587.53,131230587.53
2009-02-25,0,0,-0.13452162498209785,0.5808,55127851.43,131516646.43,131516646.43
2009-02-26,0,0,-1.6575258356447717,0.7845,26270333.56,121895758.56,121895758.56
2009-02-27,0,0,-1.0224069678424828,0.7249,31726324.73,115346133.73,115346133.73
2009-03-02,0,0,0.682140935127872,0.5227,56169503.53,117675877.53,117675877.53
2009-03-03,0,0,1.3238405952277184,0.7738,27152369.74,120011835.74,120011835.74
2009-03-04,0,0,1.7202418763969627,0.7126,36576264.96,127262346.96,127262346.96
2009-03-05,0,0,0.5829802839509759,0.5042,63703569.07,128490361.07,128490361.07
2009-03-06,0,0,0.7548927415884519,0.7579,31187066.66,128798337.66,128798337.66
2009-03-09,0,0,-0.08178999614906468,0.7287,33787093.82,124537913.82,124537913.82
2009-03-10,0,0,0.9795449406327166,0.5324,59604489.73,127465058.73,127465058.73
2009-03-11,0,0,-1.0253079133913885,0.76,30159538.37,125644730.37,125644730.37
2009-03-12,0,0,-0.055610807886019076,0.7307,33914715.83,125922107.83,125922107.83
2009-03-13,0,0,-0.7319326410673379,0.5293,58499803.25,124294998.25,124294998.25
2009-03-16,0,0,0.5339045694062291,0.7585,30473068.72,126176570.72,126176570.72
2009-03-17,0,0,0.3139756506387772,0.7338,34605442.07,130007783.07,130007783.07
2009-03-18,0,0,0.23500159864317427,0.5373,60713573.84,131216581.84,131216581.84
2009-03-19,0,0,-0.2136708448102298,0.7424,34306121.21,133173050.21,133173050.21
2009-03-20,0,0,-0.24353975394232896,0.7335,35285254.53,132393469.53,132393469.53
2009-03-23,0,0,0.5309875167958176,0.5654,58544740.11,134703534.11,134703534.11
2009-03-24,0,0,-0.2007323062212223,0.7286,36680463.83,135165683.83,135165683.83
2009-03-25,0,0,0.4760928285862116,0.73,35929305.89,133067772.89,133067772.89
2009-03-26,0,0,0.38303083501916846,0.5841,56345151.19,135468635.2,135468635.2
2009-03-27,0,0,-0.03716776607367567,0.7148,38854623.0,136249084.0,136249084.0
2009-03-30,0,0,0.46676969238531985,0.7289,37161792.34,137071045.34,137071045.34
2009-03-31,0,0,0.7481940604800443,0.595,56281562.03,138971259.03,138971259.03
2009-04-01,0,0,-0.026712184716136456,0.722,39094751.02,140605642.02,140605642.02
2009-04-02,0,0,0.21475606842188455,0.7136,40379686.51,141008734.51,141008734.51
2009-04-03,0,0,-0.25007234867739203,0.6062,55030027.71,139745229.71,139745229.71
2009-04-07,0,0,-0.10176827348836992,0.7244,38801517.67,140788750.67,140788750.67
2009-04-08,0,0,-0.27859486500604147,0.7131,39292906.93,136974975.93,136974975.93
2009-04-09,0,0,0.2545743081996146,0.6217,52485022.96,138741009.96,138741009.96
2009-04-10,0,0,0.37862323612657844,0.7181,40162452.6,142489151.6,142489151.6
2009-04-13,0,0,0.5379622232802285,0.7024,43035652.65,144617328.65,144617328.65
2009-04-14,0,0,1.1820070042788065,0.5893,60656942.89,147697183.89,147697183.89
2009-04-15,0,0,0.4537050656127035,0.7279,40789660.27,149906651.27,149906651.27
2009-04-16,0,0,0.3852890374918269,0.7096,43859118.24,151010611.24,151010611.24
2009-04-17,0,0,-0.8040039338904775,0.5912,60774010.35,148666651.35,148666651.35
2009-04-20,0,0,1.105408515709955,0.7199,42928024.26,153279988.26,153279988.26
2009-04-21,0,0,0.04357223340291144,0.6935,46985519.54,153315794.54,153315794.54
2009-04-22,0,0,-1.1317374514896916,0.6428,52366952.07,146591389.07,146591389.07
2009-04-23,0,0,0.1162239098826795,0.7047,43509339.22,147343726.22,147343726.22
2009-04-24,0,0,0.21148490905387485,0.7073,42987439.75,146867265.75,146867265.75
2009-04-27,0,0,-0.22947518771838116,0.6826,45242996.6,142546375.6,142546375.6
2009-04-28,0,0,-0.41333236824973174,0.6436,51087418.87,143337595.87,143337595.87
2009-04-29,0,0,0.24124984265941896,0.7514,36444126.08,146599198.08,146599198.08
2009-04-30,0,0,-0.09294563506139364,0.6315,54490273.06,147871730.06,147871730.06
2009-05-04,0,0,1.0302180093054956,0.6132,58976024.42,152452129.42,152452129.42
2009-05-05,0,0,0.20682855538863254,0.7614,36708294.33,153871976.33,153871976.33
2009-05-06,0,0,0.6808294180977449,0.6629,52692706.49,156314495.49,156314495.49
2009-05-07,0,0,-0.3225158977992416,0.5954,62792896.33,155180940.33,155180940.33
2009-05-08,0,0,0.8609707468462287,0.7597,37744042.92,157062447.92,157062447.92
2009-05-11,0,0,-0.4919265206519823,0.6588,51995356.31,152378109.31,152378109.31
2009-05-12,0,0,1.2138397524478284,0.5862,64737396.68,156443142.68,156443142.68
2009-05-13,0,0,0.07370592698286038,0.7879,33379411.07,157402035.07,157402035.07
2009-05-14,0,0,-0.10398267649300369,0.652,54861174.88,157625254.88,157625254.88
2009-05-15,0,0,-0.2553428781932424,0.6154,60739696.59,157949331.59,157949331.59
2009-05-18,0,0,0.22867274260525516,0.7637,37624545.5,159233490.5,159233490.5
2009-05-19,0,0,-0.21952338186646403,0.6647,53589490.31,159841261.31,159841261.31
2009-05-20,0,0,-0.11996261296296495,0.5985,63872258.78,159098516.78,159098516.78
2009-05-21,0,0,-0.8694657938780501,0.7738,35173780.45,155521175.45,155521175.45
2009-05-22,0,0,0.1200824672427935,0.6603,52969145.97,155926109.97,155926109.97
2009-05-25,0,0,0.7612902085705125,0.6064,62038334.38,157610972.38,157610972.38
2009-05-26,0,0,0.8144714659590339,0.7834,34441540.7,159022236.7,159022236.7
2009-05-27,0,0,-0.3521954583826054,0.6512,55290127.33,158522666.33,158522666.33
2009-06-01,0,0,-0.09325531575824453,0.6053,63149830.84,160002263.84,160002263.84
2009-06-02,0,0,-0.5919614499999994,0.7885,33806280.57,159871866.57,159871866.57
2009-06-03,0,0,0.8538978591899633,0.6429,57871022.09,162043821.09,162043821.09
2009-06-04,0,0,-0.3610709264403958,0.6037,63934977.16,161332219.16,161332219.16
2009-06-05,0,0,-0.0672466150591941,0.7825,34900290.2,160473365.2,160473365.2
2009-06-08,0,0,0.18644488717016863,0.6386,58039979.73,160601982.73,160601982.73
2009-06-09,0,0,0.363594786600265,0.5956,65372443.75,161661040.75,161661040.75
2009-06-10,0,0,0.9292239151948505,0.7676,38224106.29,164497709.29,164497709.29
2009-06-11,0,0,-0.3677643920972652,0.65,57144626.91,163259840.91,163259840.91
2009-06-12,0,0,-1.0710762434154117,0.5875,65769850.05,159425771.05,159425771.05
2009-06-15,0,0,0.36198603856236966,0.7721,36859757.0,161759931.0,161759931.0
2009-06-16,0,0,0.3089585885657843,0.6756,52550243.03,162015694.03,162015694.03
2009-06-17,0,0,0.007975648364400345,0.5932,66545719.98,163598756.98,163598756.98
2009-06-18,0,0,-0.1537880721760405,0.7628,38983158.43,164345578.43,164345578.43
2009-06-19,0,0,0.6937011989047792,0.677,53481804.4,165583856.4,165583856.4
2009-06-22,0,0,-0.41880442044811783,0.5783,69188913.57,164083495.57,164083495.57
2009-06-23,0,0,0.865503692549958,0.7654,38722471.67,165024465.67,165024465.67
2009-06-24,0,0,0.2979717185917088,0.6942,51024389.23,166842109.23,166842109.23
2009-06-25,0,0,-0.5270520718029286,0.5733,70775847.32,165853375.32,165853375.32
2009-06-26,0,0,-0.26998559261081195,0.7659,38903897.55,166183657.55,166183657.55
2009-06-29,0,0,-0.08420707010951967,0.7179,47118418.52,167022982.52,167022982.52
2009-06-30,0,0,-0.45763388803735905,0.565,72022713.67,165586880.67,165586880.67
2009-07-01,0,0,-0.5214386742013204,0.7626,39560793.11,166610417.91,166610417.91
2009-07-02,0,0,-0.1389213306164302,0.7046,49514539.1,167613646.1,167613646.1
2009-07-03,0,0,0.12034801392398298,0.5517,75748494.25,168970367.25,168970367.25
2009-07-06,0,0,0.3940643216535614,0.7746,38290733.57,169916205.57,169916205.57
2009-07-07,0,0,0.43368518945384915,0.716,48439037.96,170536584.96,170536584.96
2009-07-08,0,0,-0.20411806724053871,0.5556,76147097.99,171358061.99,171358061.99
2009-07-09,0,0,0.7081394093370605,0.762,41661738.19,175026803.19,175026803.19
2009-07-10,0,0,0.2591394167771178,0.7055,51864509.82,176093962.82,176093962.82
2009-07-13,0,0,-0.011796694372180117,0.5782,74660988.64,177008474.64,177008474.64
2009-07-14,0,0,0.23580051144737313,0.7491,45042987.21,179529980.21,179529980.21
2009-07-15,0,0,-0.19147068391245614,0.7052,53164301.6,180337464.6,180337464.6
2009-07-16,0,0,0.1365047876444495,0.5781,75973069.81,180058592.81,180058592.81
2009-07-17,0,0,0.27542922602244985,0.7318,48650310.72,181367224.72,181367224.72
2009-07-20,0,0,-0.0822466276142737,0.7242,50609623.65,183494002.65,183494002.65
2009-07-21,0,0,-0.7022953691520049,0.5459,81636376.16,179771086.16,179771086.16
2009-07-22,0,0,0.09427043803526658,0.7297,49282337.14,182349169.14,182349169.14
2009-07-23,0,0,-0.27061164882917077,0.7388,47856424.86,183190204.86,183190204.86
2009-07-24,0,0,-0.00030624825591790694,0.546,82876894.81,182549837.81,182549837.81
2009-07-27,0,0,0.6214857162421283,0.73,50187508.24,185885214.24,185885214.24
2009-07-28,0,0,-0.22060404821723056,0.7143,53467491.88,187155378.88,187155378.88
2009-07-29,0,0,-1.3648992553964465,0.6288,65722398.94,177053643.94,177053643.94
2009-07-30,0,0,-0.6201612680090349,0.6951,54025129.66,177213775.66,177213775.66
2009-07-31,0,0,0.04266056677276664,0.7038,53723524.5,181400306.5,181400306.5
2009-08-03,0,0,0.183723414487313,0.6134,71255958.27,184332954.27,184332954.27
2009-08-04,0,0,-0.4153748755644783,0.7002,55508407.22,185139205.22,185139205.22
2009-08-05,0,0,0.38363363243165904,0.7003,55694461.27,185851473.27,185851473.27
2009-08-06,0,0,-0.44876171980090784,0.6075,72036642.32,183519295.32,183519295.32
2009-08-07,0,0,-0.35370498639930004,0.714,51155180.7,178877029.7,178877029.7
2009-08-10,0,0,-0.10705057159213471,0.6932,55212360.57,179960574.57,179960574.57
2009-08-11,0,0,-0.29447474880638336,0.6044,71201494.54,179993878.54,179993878.54
2009-08-12,0,0,-1.7010661922162473,0.7289,46320118.57,170853076.57,170853076.57
2009-08-13,0,0,-0.2026613450365776,0.6789,54828724.26,170747168.26,170747168.26
2009-08-14,0,0,-1.8451552797218072,0.6055,64296270.91,162990014.91,162990014.91
2009-08-17,0,0,-0.7921349980980512,0.7622,36388441.07,153043070.07,153043070.07
2009-08-18,0,0,0.6567864020177678,0.6697,51553503.89,156077934.89,156077934.89
2009-08-19,0,0,-2.5583923136340307,0.6322,54055935.79,146979301.79,146979301.79
2009-08-20,0,0,0.9998495591005532,0.7161,43313793.78,152558781.78,152558781.78
2009-08-21,0,0,0.8988613033560513,0.6725,51350619.74,156775115.74,156775115.74
2009-08-24,0,0,1.011972683546369,0.6248,60194644.59,160451160.59,160451160.59
2009-08-25,0,0,-0.40331749783110116,0.7122,45472497.78,157996987.78,157996987.78
2009-08-26,0,0,1.8082558364556864,0.6876,51308043.8,164258633.8,164258633.8
2009-08-27,0,0,1.9566968541775225,0.6146,64924933.95,168441722.95,168441722.95
2009-08-28,0,0,-0.7477361589171359,0.692,50518389.15,164029646.15,164029646.15
2009-08-31,0,0,-1.5231833443638365,0.7333,40778229.42,152899758.42,152899758.42
2009-09-01,0,0,0.44351211317855366,0.6015,60839086.86,152663352.86,152663352.86
2009-09-02,0,0,0.38020586543824203,0.6867,48206695.98,153884348.98,153884348.98
2009-09-03,0,0,2.186365520246935,0.7247,44820391.71,162790008.71,162790008.71
2009-09-04,0,0,0.45251614084466296,0.6059,65140457.64,165296747.64,165296747.64
2009-09-07,0,0,-0.17508835632183428,0.685,52365717.71,166247428.71,166247428.71
2009-09-08,0,0,0.6972152619548722,0.7253,46612099.59,169653666.59,169653666.59
2009-09-09,0,0,0.1037538762894239,0.6105,66375029.34,170415590.34,170415590.34
2009-09-10,0,0,-0.6079776565192017,0.6776,54287327.83,168367389.83,168367389.83
2009-09-11,0,0,0.5932767668777101,0.7256,47033276.35,171416542.35,171416542.35
2009-09-14,0,0,0.7193619307898738,0.6136,67776702.56,175393413.56,175393413.56
2009-09-15,0,0,0.1999897559837993,0.6723,57988879.46,176962897.46,176962897.46
