date,backtest_return,index_return,hedge_return,position_ratio,cash,total_value,net_value
2009-01-05,0,0,0.0,0.0,100000000.0,100000000.0,100000000.0
2009-01-06,0,0,0.05202305999999468,0.0623,94003748.43,100247237.43,100247237.43
2009-01-07,0,0,0.14750563640898784,0.1299,87295015.63,100324005.63,100324005.63
2009-01-08,0,0,0.17623695609248552,0.1947,80578510.05,100064833.05,100064833.05
2009-01-09,0,0,0.28985777904457843,0.2671,73865619.82,100781365.82,100781365.82
2009-01-12,0,0,0.4156990697955913,0.3367,67155077.84,101244148.84,101244148.84
2009-01-13,0,0,-0.15819074563412294,0.3964,60447071.1,100147476.1,100147476.1
2009-01-14,0,0,-0.4008736478582198,0.4719,53735322.99,101743059.99,101743059.99
2009-01-15,0,0,0.41318833864950744,0.5397,47023750.9,102153178.9,102153178.9
2009-01-16,0,0,-0.7791887333431455,0.6043,40540900.68,102465015.68,102465015.68
2009-01-19,0,0,-0.9146268152825208,0.6697,33786839.35,102304178.35,102304178.35
2009-01-20,0,0,0.3838024826979731,0.738,27030738.8,103173610.8,103173610.8
2009-01-21,0,0,0.08956041931179395,0.8034,20269049.7,103120066.7,103120066.7
2009-01-22,0,0,0.3836221624980598,0.8707,13514481.31,104532862.31,104532862.31
2009-01-23,0,0,0.3802508629867204,0.9352,6760900.02,104362161.02,104362161.02
2009-02-02,0,0,1.666266043786883,0.9356,6907605.43,107268173.43,107268173.43
2009-02-03,0,0,0.36049151341099916,0.9333,7343513.83,110177045.83,110177045.83
2009-02-04,0,0,-0.4329903396823296,0.9277,8131501.76,112493708.76,112493708.76
2009-02-05,0,0,-0.6976445796355307,0.9294,7831615.21,110960818.21,110960818.21
2009-02-06,0,0,0.4307086144484611,0.9348,7539287.67,115599007.67,115599007.67
2009-02-09,0,0,0.5637445999308008,0.9314,8175401.93,119105911.93,119105911.93
2009-02-10,0,0,1.3226350029796063,0.9259,9048913.53,122128889.53,122128889.53
2009-02-11,0,0,0.11095339390485748,0.9322,8298629.02,122480353.02,122480353.02
2009-02-12,0,0,1.7077229020574767,0.9395,7500515.85,123942499.85,123942499.85
2009-02-13,0,0,0.2032183368194147,0.9311,8828531.96,128214463.96,128214463.96
2009-02-16,0,0,-0.38170684301536184,0.9298,9185291.28,130858277.28,130858277.28
2009-02-17,0,0,-0.7516837179382594,0.9307,8742001.29,126072657.29,126072657.29
