date,daily_return,cumulative_return
20090105,0.0,0
20090106,3.74000000000001,3.74
20090107,0.4144977829188434,4.17
20090108,-2.0447345684938223,2.04
20090109,2.7930223441787527,4.89
20090112,1.2584612451139288,6.21
20090113,-2.5138875812070416,3.54
20090114,3.5252076492176876,7.19
20090115,0.690362906987585,7.93
20090116,0.7690169554340764,8.76
20090119,-0.009194556822356148,8.75
20090120,1.0206896551724132,9.86
20090121,-0.21845985800108547,9.62
20090122,1.4322203977376269,11.19
20090123,-0.22484036334202706,10.94
20090202,2.6951505318190128,13.93
20090203,2.922847362415526,17.26
20090204,2.012621524816627,19.62
20090205,-1.3041297441899191,18.06
20090206,4.497713027274264,23.37
20090209,3.0315311664099953,27.11
20090210,2.761387774368651,30.62
20090211,0.40575715816872915,31.15
20090212,1.6622188333968557,33.33
20090213,3.607590189754739,38.14
20090216,2.2368611553496454,41.23
20090217,-3.880195425901012,35.75
20090218,-4.198895027624305,30.05
20090219,2.0146097654748285,32.67
20090220,3.4446370694203754,37.24
20090223,3.577674147478871,42.15
20090224,-3.432993316918742,37.27
20090225,0.9470386828877242,38.57
20090226,-6.278415241394242,29.87
20090227,-5.982905982905972,22.1
20090302,1.670761670761678,24.14
20090303,0.5397132270017702,24.81
20090304,6.2414870603317185,32.6
20090305,1.5233785822021062,34.62
20090306,-0.54969543901352,33.88
20090309,-3.928891544666868,28.62
20090310,2.7445187373658753,32.15
20090311,-0.1362088535754702,31.97
20090312,0.23490187163748288,32.28
20090313,-0.8164499546416626,31.2
20090316,1.4176829268292668,33.06
20090317,3.3744175559897727,37.55
20090318,0.9014903671392238,38.79
20090319,1.9309748540961236,41.47
20090320,-0.6432459178624561,40.56
20090323,1.9351166761525374,43.28
20090324,0.9282523729759795,44.61
20090325,-1.9915635156628086,41.73
20090326,2.1872574613702067,44.83
20090327,1.436166540081496,46.91
20090330,1.0278401742563448,48.42
20090331,0.8152540088936844,49.63
20090401,1.4970259974603994,51.87
20090402,0.25021399881477446,52.25
20090403,-0.37438423645320684,51.68
20090407,1.048259493670911,53.27
20090408,-3.118679454557316,48.49
20090409,1.6297393763889723,50.91
20090410,3.1409449340666473,55.65
20090413,1.4198522325730822,57.86
20090414,2.4705435195742975,61.76
20090415,1.1498516320474828,63.62
20090416,0.8556411196675162,65.02
20090417,-1.3210519936977194,62.84
20090420,3.3898305084745672,68.36
20090421,0.17224994060347498,68.65
20090422,-4.1802549659057275,61.6
20090423,0.25371287128710396,62.01
20090424,-0.35800259243254917,61.43
20090427,-3.5495261103884124,55.7
20090428,0.9890815671162567,57.24
20090429,2.798270160264571,61.64
20090430,1.3796090076713785,63.87
20090504,3.0817111124672003,68.92
20090505,1.2372720814586957,71.01
20090506,1.5905502602187038,73.73
20090507,-0.7713118056754786,72.39
20090508,0.7541040663611609,73.69
20090511,-3.1780758823190647,68.17
20090512,2.265564607242676,71.98
20090513,0.9943016629840651,73.69
20090514,0.0863607576717218,73.84
20090515,0.5982512655315242,74.88
20090518,0.9606587374199504,76.56
20090519,0.809922972360666,77.99
20090520,-0.522501264115971,77.06
20090521,-2.2534733988478495,73.07
20090522,0.30623447160109674,73.6
20090525,0.11520737327188613,73.8
20090526,0.8170310701956174,75.22
20090527,0.2910626640794556,75.73
20090601,1.4340180959426352,78.25
20090602,0.31416549789622383,78.81
20090603,1.263911414350427,81.07
20090604,-0.36449991715911123,80.41
20090605,-0.2161742697189828,80.02
20090608,0.6165981557604727,81.13
20090609,0.5962568321095318,82.21
20090610,1.591570166291656,85.11
20090611,-0.5510237156285402,84.09
20090612,-2.0098864685751505,80.39
20090615,1.7850213426464867,83.61
20090616,-0.14160448777300605,83.35
20090617,0.9762748841014579,85.14
20090618,0.47531597709840057,86.02
20090619,0.3870551553596391,86.74
20090622,-0.24633179822212137,86.28
20090623,-0.0644191539617811,86.16
20090624,0.8917060593038428,87.82
20090625,0.03194547971461237,87.88
20090626,0.39919097296146067,88.63
20090629,0.4771245295022153,89.53
20090630,-1.0235846567825613,87.59
20090701,0.980862519324055,89.43
20090702,0.6440373752837347,90.65
20090703,0.734329923944399,92.05
20090706,0.9008070814891855,93.78
20090707,0.464444215089288,94.68
20090708,0.7756318060406775,96.19
20090709,1.9674805035934329,100.05
20090710,0.7148212946763488,101.48
20090713,0.8040500297796127,103.1
20090714,1.4771048744461002,106.1
20090715,0.8636584182435847,107.88
20090716,-0.2309024437175511,107.4
20090717,0.4869816779170977,108.41
20090720,1.9384866369176246,112.45
20090721,-2.0663685573076185,108.06
20090722,1.1967701624531424,110.55
20090723,0.7741629066730038,112.18
20090724,-0.5985484022999588,110.91
20090727,1.7305959888104017,114.56
20090728,1.1744966442952975,117.08
20090729,-5.214667403722128,105.76
20090730,0.8991057542768521,107.61
20090731,2.817783343769542,113.46
20090803,1.9394734376464218,117.6
20090804,0.8777573529411775,119.51
20090805,0.21866885335519726,119.99
20090806,-1.0773216964407362,117.62
20090807,-2.426247587537911,112.34
20090810,0.9560139399076739,114.37
20090811,0.5317908289406148,115.51
20090812,-4.825762145608092,105.11
20090813,0.3364048559309607,105.8
20090814,-4.538386783284743,96.46
20090817,-6.204825409752612,84.27
20090818,1.8342649373202402,87.65
20090819,-5.030642152944321,78.21
20090820,3.6249368722294006,84.67
20090821,2.7346076785617512,89.72
20090824,1.781572844191448,93.1
20090825,-1.6675297773174558,89.88
20090826,3.765536128080882,97.03
20090827,1.7103994315586402,100.4
20090828,-2.2654690618762463,95.86
20090831,-6.872255692841833,82.4
20090901,-0.23574561403508776,81.97
